,station_name,station_lat,station_lng,Mon_inflow,Mon_outflow,Tues_inflow,Tues_outflow,Wed_inflow,Wed_outflow,Thur_inflow,Thur_outflow,Fri_inflow,Fri_outflow,Sat_inflow,Sat_outflow,Sun_inflow,Sun_outflow
1839,Adam Clayton Powell Blvd & W 138 St,40.816959,-73.942295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1840,5 Ave & E 72 St,40.772828,-73.966853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1841,Marcy Ave & Lafayette Ave,40.690081,-73.947915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1842,W 51 St & Rockefeller Plaza,40.759699,-73.978081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1843,Allen St & Hester St,40.716058,-73.991907,2.8,2.5166666666666666,3.066666666666667,3.25,2.933333333333333,2.933333333333333,3.4791666666666665,3.3333333333333335,2.7291666666666665,2.6770833333333335,2.7291666666666665,2.53125,2.2916666666666665,2.6354166666666665
1844,Adam Clayton Powell Blvd & W 138 St,40.81696,-73.942296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1845,34 Ave & 31 St,40.759604,-73.927144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1846,W 106 St & Central Park West,40.798186,-73.960591,1.0416666666666667,1.1583333333333334,1.1083333333333334,1.1083333333333334,0.8916666666666667,0.775,1.0208333333333333,0.9791666666666666,0.84375,1.1979166666666667,1.09375,1.5625,0.84375,0.9375
1847,Kane St & Clinton St,40.686176,-73.996453,1.3333333333333333,1.4416666666666667,1.5166666666666666,1.5,1.2416666666666667,1.275,1.2083333333333333,1.3229166666666667,0.7291666666666666,0.7395833333333334,0.8020833333333334,0.8333333333333334,1.3854166666666667,1.3020833333333333
1848,Dean St & Franklin Ave,40.677592,-73.955637,0.6,0.6,0.7166666666666667,0.725,0.575,0.5916666666666667,0.8333333333333334,0.8020833333333334,0.625,0.65625,0.71875,0.8541666666666666,0.4791666666666667,0.6666666666666666
1849,Berkeley Pl & 6 Ave,40.67653,-73.978468,0.8166666666666667,0.6916666666666667,0.7,0.7333333333333333,0.6666666666666666,0.675,0.8958333333333334,0.8958333333333334,0.7083333333333334,0.6666666666666666,0.7708333333333334,0.75,0.5625,0.5833333333333334
1850,Adelphi St & Myrtle Ave,40.693082,-73.971789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1851,E 53 St & Lexington Ave,40.75828,-73.970694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1852,E 25 St & 2 Ave,40.739126,-73.979738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1853,Forsyth St & Canal St,40.715815,-73.994223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1854,E 53 St & Lexington Ave,40.758281,-73.970694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1855,Leonard St & Nassau Ave,40.723956,-73.949843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1856,Plaza St West & Flatbush Ave,40.675021,-73.971115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1857,Lexington Ave & E 120 St,40.801306,-73.939816,0.3333333333333333,0.3333333333333333,0.26666666666666666,0.24166666666666667,0.38333333333333336,0.26666666666666666,0.3645833333333333,0.3333333333333333,0.2708333333333333,0.3541666666666667,0.3541666666666667,0.2916666666666667,0.1875,0.1875
1858,W 67 St & Broadway,40.774925,-73.982665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1859,W 67 St & Broadway,40.774925,-73.982666,2.75,3.15,2.975,2.9166666666666665,2.408333333333333,2.525,3.2395833333333335,3.1770833333333335,2.78125,2.71875,2.9895833333333335,2.7395833333333335,2.3333333333333335,2.625
1860,Amsterdam Ave & W 66 St,40.774667,-73.984705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1861,DeKalb Ave & Franklin Ave,40.690648,-73.957461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1862,Plaza St West & Flatbush Ave,40.67502,-73.971114,1.5333333333333334,1.9,1.8166666666666667,2.1666666666666665,1.4,1.85,1.4791666666666667,1.7395833333333333,1.0208333333333333,1.0208333333333333,1.1041666666666667,1.4375,1.1666666666666667,1.5833333333333333
1863,S 3 St & Bedford Ave,40.712605,-73.962644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1864,S 3 St & Bedford Ave,40.712604,-73.962644,1.2333333333333334,1.5,1.5,1.6583333333333334,0.9583333333333334,1.4833333333333334,1.3541666666666667,1.6354166666666667,1.3333333333333333,1.5520833333333333,1.5520833333333333,1.3333333333333333,1.1041666666666667,1.3333333333333333
1865,University Pl & E 8 St,40.731437,-73.994903,1.8583333333333334,1.9666666666666666,2.191666666666667,2.1333333333333333,1.7666666666666666,1.9666666666666666,2.5,2.3229166666666665,1.9166666666666667,2.0520833333333335,2.6354166666666665,2.3541666666666665,2.1666666666666665,2.09375
1866,Water - Whitehall Plaza,40.70255,-74.012723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1867,Franklin Ave & St Marks Ave,40.675832,-73.956168,0.4,0.35833333333333334,0.45,0.6333333333333333,0.45,0.5666666666666667,0.4270833333333333,0.5,0.65625,0.7083333333333334,0.5625,0.5416666666666666,0.3645833333333333,0.3645833333333333
1868,Greene Ave & Throop Ave,40.689493,-73.942061,0.35833333333333334,0.49166666666666664,0.4,0.4,0.26666666666666666,0.36666666666666664,0.3645833333333333,0.5,0.21875,0.2916666666666667,0.3020833333333333,0.3958333333333333,0.46875,0.4270833333333333
1869,E 27 St & Park Ave S,40.742751,-73.984715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1870,Clinton St & Union St,40.683116,-73.997853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1871,Cadman Plaza E & Red Cross Pl,40.699917,-73.989717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1872,Degraw St & Hoyt St,40.68199,-73.99079,0.49166666666666664,0.5,0.5666666666666667,0.5666666666666667,0.5833333333333334,0.55,0.6770833333333334,0.6770833333333334,0.5520833333333334,0.5625,0.5625,0.5625,0.4895833333333333,0.4583333333333333
1873,Central Park W & W 91 St,40.788664,-73.9668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1874,Amsterdam Ave & W 119 St,40.808624,-73.959621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1875,Norfolk St & Broome St,40.717227,-73.988021,2.5166666666666666,2.658333333333333,3.425,3.3916666666666666,2.7666666666666666,2.533333333333333,3.3854166666666665,3.4375,2.65625,2.6354166666666665,2.5208333333333335,2.2916666666666665,2.375,2.5520833333333335
1876,W 104 St & Amsterdam Ave,40.799041,-73.966495,0.55,0.675,0.6833333333333333,0.7333333333333333,0.4,0.45,0.8229166666666666,0.6145833333333334,0.6458333333333334,0.75,0.7916666666666666,1.0208333333333333,0.40625,0.4583333333333333
1877,Amsterdam Ave & W 119 St,40.808625,-73.959621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1878,Fulton St & Utica Ave,40.679426,-73.929891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1879,39 St & 2 Ave,40.6554,-74.010628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1880,E 82 St & East End Ave,40.77246,-73.94682,1.1416666666666666,1.1833333333333333,1.4083333333333334,1.3666666666666667,1.1916666666666667,1.0333333333333334,1.0625,1.1145833333333333,0.6458333333333334,0.8020833333333334,0.8854166666666666,0.9583333333333334,1.2916666666666667,1.125
1881,Scholes St & Manhattan Ave,40.708703,-73.944862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1882,Rivington St & Ridge St,40.718502,-73.983298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1883,Scholes St & Manhattan Ave,40.708704,-73.944863,0.49166666666666664,0.44166666666666665,0.575,0.6833333333333333,0.625,0.6166666666666667,0.7395833333333334,0.7916666666666666,0.6458333333333334,0.8020833333333334,0.7395833333333334,0.6979166666666666,0.5104166666666666,0.5208333333333334
1884,Flushing Ave & Vanderbilt Ave,40.69795,-73.970776,1.05,1.0333333333333334,1.4833333333333334,1.3833333333333333,1.2416666666666667,1.0166666666666666,1.3020833333333333,1.03125,0.53125,0.5,0.59375,0.4895833333333333,1.125,0.9479166666666666
1885,Central Park W & W 97 St,40.792495,-73.964171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1886,2 Ave & E 31 St,40.742909,-73.97706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1887,31 St & Northern Blvd,40.751869,-73.933492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1888,34 Ave & 21 St,40.762813,-73.934286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1889,W 21 St & 6 Ave,40.74174,-73.994156,8.591666666666667,8.525,10.283333333333333,10.833333333333334,8.416666666666666,8.358333333333333,10.302083333333334,10.145833333333334,6.71875,6.53125,8.15625,7.78125,8.166666666666666,8.604166666666666
1890,Barrow St & Hudson St,40.731724,-74.006744,4.1,4.125,5.066666666666666,4.941666666666666,4.475,4.508333333333334,5.385416666666667,5.333333333333333,2.6145833333333335,2.5729166666666665,2.7708333333333335,2.7291666666666665,4.229166666666667,4.34375
1891,31 St & Newtown Ave,40.767548,-73.920933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1892,W 50 St & 9 Ave,40.763604,-73.989179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1893,Hicks St & Montague St,40.695128,-73.995951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1894,Lexington Ave & E 36 St,40.747574,-73.978801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1895,Lexington Ave & E 36 St,40.747573,-73.9788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1896,E 2 St & Avenue B,40.722174,-73.983688,3.216666666666667,2.341666666666667,3.575,3.35,3.691666666666667,2.5083333333333333,3.9895833333333335,3.28125,2.9375,2.75,2.9583333333333335,3.0520833333333335,3.28125,2.8229166666666665
1897,E 109 St & 3 Ave,40.793296,-73.943208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1898,E 68 St & Madison Ave,40.769157,-73.967034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1899,E 19 St & 3 Ave,40.736245,-73.984737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1900,E 19 St & 3 Ave,40.736245,-73.984738,3.25,3.2583333333333333,4.033333333333333,3.9833333333333334,3.45,3.525,3.6354166666666665,3.8541666666666665,2.2916666666666665,2.6145833333333335,2.59375,2.59375,3.3645833333333335,3.03125
1901,5 Ave & E 29 St,40.745167,-73.98683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1902,Madison Ave & E 26 St,40.742684,-73.986713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1903,E 58 St & 1 Ave (NE Corner),40.758923,-73.962262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1904,5 St & 6 Ave,40.670483,-73.982089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1905,Allen St & Rivington St,40.720195,-73.989978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1906,Watts St & Greenwich St,40.724055,-74.009659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1907,E 32 St & Park Ave,40.745712,-73.981948,6.141666666666667,6.175,7.666666666666667,7.808333333333334,6.291666666666667,6.258333333333334,6.895833333333333,6.75,2.4895833333333335,2.6145833333333335,2.1875,2.0625,5.322916666666667,5.9375
1908,E 75 St & 3 Ave,40.771129,-73.957722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1909,1 Ave & E 30 St,40.741443,-73.97536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1910,1 Ave & E 30 St,40.741444,-73.975361,3.8333333333333335,3.525,4.333333333333333,4.175,3.725,3.5416666666666665,4.5625,4.302083333333333,1.6770833333333333,1.90625,1.84375,1.71875,3.53125,3.5
1911,W 4 St & 7 Ave S,40.734011,-74.002938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1912,E 40 St & 5 Ave,40.752062,-73.981632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1913,Spring St & Hudson St,40.725839,-74.007653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1914,Pier 40 - Hudson River Park,40.727714,-74.011296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1915,Pier 40 - Hudson River Park,40.727714,-74.011295,2.45,2.308333333333333,1.4166666666666667,1.3416666666666666,0.95,0.9916666666666667,1.5416666666666667,1.40625,1.375,1.5,2.0208333333333335,2.2916666666666665,1.875,1.5833333333333333
1916,St Marks Pl & 1 Ave,40.727791,-73.985649,3.7333333333333334,3.975,3.9583333333333335,3.925,3.6083333333333334,3.8,4.427083333333333,4.458333333333333,3.5729166666666665,3.46875,4.177083333333333,4.34375,3.3541666666666665,3.4375
1917,E 9 St & Avenue C,40.725213,-73.977687,2.8583333333333334,3.558333333333333,3.691666666666667,3.7416666666666667,2.825,3.2916666666666665,3.0416666666666665,3.5833333333333335,1.9583333333333333,2.25,2.5104166666666665,2.6354166666666665,3.0833333333333335,3.3958333333333335
1918,Washington Pl & Broadway,40.729039,-73.994046,2.9166666666666665,3.1166666666666667,3.525,3.316666666666667,2.625,2.566666666666667,2.9895833333333335,3.0833333333333335,2.3333333333333335,1.90625,1.9166666666666667,1.8229166666666667,2.5729166666666665,2.7083333333333335
1919,Central Park West & W 72 St,40.775793,-73.976205,3.3,3.933333333333333,3.2416666666666667,3.3666666666666667,2.6666666666666665,2.6666666666666665,3.4166666666666665,3.21875,1.2916666666666667,1.3333333333333333,3.3125,3.1770833333333335,2.3020833333333335,2.4270833333333335
1920,Broadway & W 38 St,40.752996,-73.987216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1921,W 10 St & Washington St,40.733424,-74.008515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1922,W 10 St & Washington St,40.733423,-74.008514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1923,W 53 St & 10 Ave,40.766696,-73.990617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1924,E 25 St & 2 Ave,40.739126,-73.979737,4.591666666666667,4.666666666666667,5.358333333333333,5.691666666666666,4.391666666666667,4.558333333333334,5.125,5.489583333333333,3.2395833333333335,4.020833333333333,3.5416666666666665,3.4270833333333335,4.291666666666667,4.177083333333333
1925,Bayard St & Baxter St,40.716021,-73.999744,2.575,2.683333333333333,3.425,3.2666666666666666,2.658333333333333,2.691666666666667,3.25,3.34375,2.5104166666666665,2.2604166666666665,2.5729166666666665,2.7083333333333335,2.375,2.1666666666666665
1926,2 Ave & E 29 St,40.741723,-73.978092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1927,E 6 St & Avenue D,40.72228,-73.976687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1928,St Marks Pl & 2 Ave,40.728418,-73.987139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1929,St Marks Pl & 2 Ave,40.728419,-73.98714,3.1666666666666665,3.05,4.341666666666667,4.241666666666666,3.6083333333333334,3.433333333333333,4.375,4.0625,3.375,3.53125,3.6458333333333335,3.5,3.4895833333333335,3.28125
1930,E 7 St & Avenue A,40.726217,-73.983798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1931,W 15 St & 6 Ave,40.738046,-73.99643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1932,W 15 St & 6 Ave,40.738046,-73.996429,3.533333333333333,3.375,4.016666666666667,3.941666666666667,3.2083333333333335,3.2666666666666666,3.9895833333333335,3.7604166666666665,2.78125,3.3020833333333335,3.1875,3.4375,3.28125,2.9583333333333335
1933,MacDougal St & Prince St,40.727103,-74.002971,3.941666666666667,3.933333333333333,4.475,4.391666666666667,3.808333333333333,3.8666666666666667,4.9375,4.489583333333333,3.0833333333333335,3.03125,3.0208333333333335,2.9791666666666665,3.3645833333333335,3.4895833333333335
1934,E 11 St & Avenue B,40.727464,-73.979504,3.183333333333333,3.2,3.158333333333333,3.533333333333333,2.9583333333333335,2.933333333333333,3.3229166666666665,4.510416666666667,1.9479166666666667,3.0,2.8229166666666665,2.9375,2.8020833333333335,2.8125
1935,Clinton St & Joralemon St,40.692395,-73.993379,2.2333333333333334,2.25,2.3583333333333334,2.408333333333333,2.066666666666667,2.025,2.09375,2.1041666666666665,1.40625,1.125,1.5625,1.4583333333333333,1.59375,1.8958333333333333
1936,Grand Army Plaza & Central Park S,40.764397,-73.973714,4.2,4.141666666666667,3.875,4.25,3.1,3.525,3.6979166666666665,4.239583333333333,2.03125,2.25,2.3125,3.2291666666666665,2.5,3.21875
1937,Montague St & Clinton St,40.694281,-73.9923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1938,FDR Drive & E 35 St,40.744219,-73.971212,3.2916666666666665,2.4166666666666665,3.925,3.216666666666667,3.3833333333333333,2.691666666666667,3.7916666666666665,2.875,1.1770833333333333,1.21875,1.1354166666666667,1.4375,2.875,1.75
1939,E 89 St & 3 Ave,40.780628,-73.952166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1940,E 20 St & Park Ave,40.738274,-73.98752,4.075,4.125,4.775,4.841666666666667,3.9166666666666665,4.058333333333334,4.697916666666667,4.864583333333333,3.0,2.34375,2.8229166666666665,2.9375,3.4166666666666665,3.875
1941,Lawrence St & Willoughby St,40.692362,-73.986317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1942,Suffolk St & Stanton St,40.720664,-73.985179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1943,Suffolk St & Stanton St,40.720664,-73.98518,3.1666666666666665,3.175,3.425,3.55,3.325,3.1666666666666665,4.072916666666667,4.072916666666667,3.1875,3.0104166666666665,3.8854166666666665,4.09375,3.0,2.8229166666666665
1944,Steinway St & 28 Ave,40.765625,-73.913669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1945,Lexington Ave & E 111 St,40.795412,-73.944123,0.575,0.7583333333333333,0.8583333333333333,0.8083333333333333,0.65,0.575,0.7395833333333334,0.7916666666666666,0.5,0.4895833333333333,0.5416666666666666,0.4479166666666667,0.78125,0.65625
1946,Clark St & Henry St,40.697601,-73.993445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1947,31 St & 23 Ave,40.774788,-73.912555,0.9,0.9333333333333333,1.0666666666666667,1.0583333333333333,0.8083333333333333,0.825,1.1770833333333333,1.15625,0.8125,0.71875,0.8854166666666666,0.8645833333333334,0.90625,0.96875
1948,Lexington Ave & E 29 St,40.743115,-73.982153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1949,E 81 St & Park Ave,40.776777,-73.95901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1950,E 30 St & Park Ave S,40.744449,-73.983035,2.325,2.2666666666666666,3.275,3.4,3.175,3.4583333333333335,3.3020833333333335,3.6458333333333335,1.1875,1.2395833333333333,1.2083333333333333,1.3125,2.34375,2.75
1951,2 Ave & E 72 St,40.768762,-73.958407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1952,State St & Smith St,40.689269,-73.989128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1953,State St & Smith St,40.689269,-73.989129,1.3833333333333333,1.375,1.575,1.4083333333333334,1.1083333333333334,1.1583333333333334,1.5104166666666667,1.3645833333333333,1.28125,1.1770833333333333,1.3333333333333333,1.1875,0.9583333333333334,1.1458333333333333
1954,Vernon Blvd & 31 Ave,40.769247,-73.93545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1955,E 81 St & 2 Ave,40.774779,-73.954274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1956,Maiden Ln & Pearl St,40.707064,-74.007318,1.6916666666666667,1.7333333333333334,1.9916666666666667,1.975,1.6166666666666667,1.7,1.9583333333333333,1.8125,0.9270833333333334,0.875,1.1354166666666667,1.1666666666666667,1.6979166666666667,1.625
1957,Kosciuszko St & Nostrand Ave,40.690725,-73.951335,0.2833333333333333,0.24166666666666667,0.38333333333333336,0.4166666666666667,0.35,0.4083333333333333,0.46875,0.5729166666666666,0.46875,0.4375,0.4583333333333333,0.5104166666666666,0.3645833333333333,0.3854166666666667
1958,St James Pl & Oliver St,40.713079,-73.998512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1959,Nassau St & Navy St,40.698398,-73.980689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1960,Murray St & West St,40.714979,-74.013012,2.75,2.2916666666666665,2.55,2.65,2.1166666666666667,2.1666666666666665,2.9375,2.7291666666666665,1.34375,1.25,2.3854166666666665,1.6770833333333333,2.1458333333333335,2.0625
1961,Cherry St,40.712199,-73.979481,1.2416666666666667,1.1666666666666667,1.4583333333333333,1.2416666666666667,1.125,1.0333333333333334,1.375,1.46875,0.8854166666666666,1.0520833333333333,0.7708333333333334,1.0520833333333333,1.1458333333333333,0.9270833333333334
1962,E 11 St & 2 Ave,40.730473,-73.986723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963,Bayard St & Leonard St,40.719155,-73.948853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1964,E 68 St & Madison Ave,40.769157,-73.967035,0.875,0.9333333333333333,0.8916666666666667,0.8333333333333334,0.7833333333333333,0.85,1.0520833333333333,0.9791666666666666,0.4791666666666667,0.5520833333333334,0.5416666666666666,0.4895833333333333,0.78125,0.6354166666666666
1965,Kent Ave & N 7 St,40.720368,-73.961651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1966,Court St & State St,40.690237,-73.99203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1967,Bergen St & Smith St,40.686744,-73.990632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1968,Water - Whitehall Plaza,40.702551,-74.012723,1.6166666666666667,1.5833333333333333,1.75,1.775,1.3916666666666666,1.5333333333333334,2.1145833333333335,1.75,0.4479166666666667,0.5,0.8541666666666666,0.65625,1.40625,1.53125
1969,John St & William St,40.708621,-74.007221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970,John St & William St,40.708621,-74.007222,0.625,0.7,1.1333333333333333,0.875,0.8833333333333333,1.025,1.09375,1.0208333333333333,0.3020833333333333,0.2708333333333333,0.3645833333333333,0.3229166666666667,0.5104166666666666,0.5833333333333334
1971,Hoyt St & Warren St,40.684354,-73.989016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1972,MacDougal St & Washington Sq,40.732264,-73.998522,2.2416666666666667,2.216666666666667,2.3833333333333333,2.35,2.0083333333333333,2.1083333333333334,2.78125,2.7916666666666665,2.0625,2.0729166666666665,2.3541666666666665,2.2916666666666665,2.34375,2.1354166666666665
1973,Broadway & W 25 St,40.742868,-73.989186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1974,Broadway & W 60 St,40.769155,-73.981918,5.775,6.375,5.758333333333334,6.866666666666666,4.983333333333333,5.291666666666667,4.614583333333333,4.75,2.7395833333333335,2.4791666666666665,3.6354166666666665,3.8541666666666665,4.322916666666667,4.833333333333333
1975,W 24 St & 7 Ave,40.744876,-73.995299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
